init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type	volume	cost	travel_time	generalized cost
4903	4902	1800	0.72	1.08	0.15	4	38	0	1	412.4135624	1.260446433	1.080446433	1.800446433
4904	2021	1450	0.12	0.24	0.15	4	30	0	1	175.8298724	0.270007784	0.240007784	0.360007784
4904	4906	1800	0.21	0.315	0.15	4	38	0	1	1467.07117	0.388350502	0.335850502	0.545850502
4904	11290	960	0.8	1.067	0.15	4	43	0	1	1123.580917	1.567322703	1.367322703	2.167322703
4905	1906	1620	0.5	0.75	0.15	4	40	0	1	1144.007595	0.902977448	0.777977448	1.277977448
4905	1907	1440	0.99	1.188	0.15	4	47	0	1	527.8518296	1.438717406	1.191217406	2.181217406
4905	4940	770	1.28	1.707	0.15	4	44	0	1	261.5760402	2.030409995	1.710409995	2.990409995
4906	2019	1450	0.42	0.84	0.15	4	30	0	1	1004.584261	0.974029798	0.869029798	1.289029798
4906	4904	1800	0.21	0.315	0.15	4	38	0	1	774.7415106	0.369121583	0.316621583	0.526621583
4906	11339	810	0.78	1.17	0.15	4	40	0	1	1172.464897	2.135435775	1.940435775	2.720435775
4907	4927	770	1.04	1.387	0.15	4	42	0	1	230.7572394	1.648678132	1.388678132	2.428678132
4907	4967	810	0.35	0.525	0.15	4	38	0	1	638.1821334	0.642845134	0.555345134	0.905345134
4907	11653	810	1.17	1.755	0.15	4	40	0	1	638.1	2.148887236	1.856387236	3.026387236
4908	4875	770	0.32	0.48	0.15	4	38	0	1	0	0.56	0.48	0.8
4908	4876	810	0.6	0.9	0.15	4	38	0	1	677.8311693	1.11620333	0.96620333	1.56620333
4908	4909	600	1.67	2.863	0.15	4	34	0	1	0	3.2805	2.863	4.533
4908	5223	360	1.21	2.074	0.15	4	35	0	1	449.418929	3.13210609	2.82960609	4.03960609
4909	4908	600	1.67	2.863	0.15	4	34	0	1	0	3.2805	2.863	4.533
4909	4910	600	1	1.714	0.15	4	35	0	1	0	1.964	1.714	2.714
4909	4930	430	1	1.333	0.15	4	42	0	1	155.6096076	1.586429203	1.336429203	2.336429203
4909	5224	770	1	1.333	0.15	4	42	0	1	117.25	1.5831075	1.3331075	2.3331075
4910	4909	600	1	1.714	0.15	4	35	0	1	0	1.964	1.714	2.714
4910	4911	600	1.01	1.731	0.15	4	35	0	1	0	1.9835	1.731	2.741
4910	5225	790	1	1.333	0.15	4	45	0	1	79.68	1.583020692	1.333020692	2.333020692
4910	11682	430	1	1.333	0.15	4	43	0	1	115.9603924	1.584057514	1.334057514	2.334057514
4911	4910	600	1.01	1.731	0.15	4	35	0	1	0	1.9835	1.731	2.741
4911	4912	770	0.25	0.429	0.15	4	35	0	1	0	0.4915	0.429	0.679
4911	5226	770	1.01	1.347	0.15	4	42	0	1	0	1.5995	1.347	2.357
4912	4911	600	0.25	0.429	0.15	4	35	0	1	0	0.4915	0.429	0.679
4912	4913	600	0.75	1.286	0.15	4	35	0	1	0	1.4735	1.286	2.036
4912	4932	600	1	2	0.15	4	27	0	1	0	2.25	2	3
4913	4912	770	0.75	1.286	0.15	4	35	0	1	0	1.4735	1.286	2.036
4913	4914	600	1.01	1.731	0.15	4	35	0	1	0	1.9835	1.731	2.741
4913	5227	770	1	1.333	0.15	4	42	0	1	4.69	1.583	1.333	2.333
4913	11683	790	1	1.5	0.15	4	40	0	1	7.27	1.750000002	1.500000002	2.500000002
4914	4913	600	1.01	1.731	0.15	4	35	0	1	0	1.9835	1.731	2.741
4914	4915	600	0.47	0.94	0.15	4	29	0	1	0	1.0575	0.94	1.41
4914	4934	770	0.97	1.293	0.15	4	42	0	1	18.7	1.535500067	1.293000067	2.263000067
4914	5228	770	1.01	1.347	0.15	4	42	0	1	30.5	1.599500497	1.347000497	2.357000497
4915	4914	600	0.47	0.94	0.15	4	29	0	1	0	1.0575	0.94	1.41
4915	4916	600	0.51	1.02	0.15	4	29	0	1	0	1.1475	1.02	1.53
4915	11655	430	0.97	1.293	0.15	4	42	0	1	0	1.5355	1.293	2.263
4916	4915	600	0.51	1.02	0.15	4	29	0	1	0	1.1475	1.02	1.53
4916	4917	340	0.23	0.46	0.15	4	29	0	1	256.6674676	0.539908703	0.482408703	0.712408703
4916	4936	770	0.98	1.307	0.15	4	42	0	1	265.1776989	1.554757731	1.309757731	2.289757731
4917	4916	600	0.23	0.46	0.15	4	29	0	1	265.1776989	0.520132644	0.462632644	0.692632644
4917	4918	600	0.79	1.354	0.15	4	32	0	1	0	1.5515	1.354	2.144
4917	4937	810	1.25	1.5	0.15	4	48	0	1	223.36	1.81380096	1.50130096	2.75130096
4917	5230	990	1.05	1.26	0.15	4	47	0	1	388.2374676	1.526970034	1.264470034	2.314470034
4918	4917	340	0.79	1.354	0.15	4	32	0	1	0	1.5515	1.354	2.144
4918	4919	600	0.08	0.16	0.15	4	29	0	1	8.87	0.180000001	0.160000001	0.240000001
4918	4938	770	0.99	1.32	0.15	4	42	0	1	15.79	1.567500035	1.320000035	2.310000035
4919	4918	600	0.08	0.16	0.15	4	29	0	1	15.79	0.180000012	0.160000012	0.240000012
4919	4920	600	0.88	1.509	0.15	4	32	0	1	0	1.729	1.509	2.389
4919	5231	770	0.55	0.825	0.15	4	38	0	1	8.87	0.962500002	0.825000002	1.375000002
4920	4919	600	0.88	1.509	0.15	4	32	0	1	0	1.729	1.509	2.389
4920	4921	810	0.17	0.255	0.15	4	39	0	1	42.54	0.297500291	0.255000291	0.425000291
4920	4922	600	0.11	0.22	0.15	4	29	0	1	2.5	0.2475	0.22	0.33
4920	4939	990	1	1.333	0.15	4	45	0	1	84.26230115	1.583010493	1.333010493	2.333010493
4921	4920	900	0.17	0.255	0.15	4	39	0	1	77.21230115	0.297502072	0.255002072	0.425002072
4921	4922	860	0.15	0.225	0.15	4	38	0	1	0	0.2625	0.225	0.375
4921	5233	810	0.42	0.63	0.15	4	39	0	1	42.54	0.735000719	0.630000719	1.050000719
4922	4920	600	0.11	0.22	0.15	4	29	0	1	7.05	0.247500001	0.220000001	0.330000001
4922	4921	770	0.15	0.225	0.15	4	38	0	1	0	0.2625	0.225	0.375
4922	4923	600	0.88	1.509	0.15	4	32	0	1	2.5	1.729	1.509	2.389
4923	4922	600	0.88	1.509	0.15	4	32	0	1	7.05	1.729000004	1.509000004	2.389000004
4923	4924	600	0.16	0.32	0.15	4	29	0	1	32.03	0.36000039	0.32000039	0.48000039
4923	7305	940	1	1.333	0.15	4	42	0	1	31.62	1.583000256	1.333000256	2.333000256
4924	4923	600	0.16	0.32	0.15	4	29	0	1	38.67	0.360000828	0.320000828	0.480000828
4924	4925	600	0.85	1.457	0.15	4	32	0	1	11.64	1.669500031	1.457000031	2.307000031
4924	5235	770	1.01	1.347	0.15	4	42	0	1	34.09	1.599500776	1.347000776	2.357000776
4925	4924	600	0.85	1.457	0.15	4	32	0	1	11.61	1.669500031	1.457000031	2.307000031
4925	4926	600	0.16	0.32	0.15	4	29	0	1	10.34	0.360000004	0.320000004	0.480000004
4925	7306	940	1	1.333	0.15	4	42	0	1	17.71	1.583000025	1.333000025	2.333000025
4926	2355	510	0.85	1.457	0.15	4	32	0	1	29.43	1.669502423	1.457002423	2.307002423
4926	4925	600	0.16	0.32	0.15	4	29	0	1	15.62	0.360000022	0.320000022	0.480000022
4926	5236	770	0.99	1.32	0.15	4	42	0	1	11.59	1.56750001	1.32000001	2.31000001
4927	4907	770	1.04	1.387	0.15	4	42	0	1	62.05	1.647008773	1.387008773	2.427008773
4927	4928	770	0.5	0.75	0.15	4	38	0	1	177.0918296	0.875314763	0.750314763	1.250314763
4927	4970	770	1.53	2.04	0.15	4	44	0	1	319.1958239	2.431536231	2.049036231	3.579036231
4928	4927	770	0.5	0.75	0.15	4	38	0	1	282.280414	0.877031948	0.752031948	1.252031948
4928	4940	770	0.35	0.525	0.15	4	38	0	1	548.3496491	0.632754333	0.545254333	0.895254333
4928	11654	770	1.02	1.36	0.15	4	42	0	1	205.27	1.616030313	1.361030313	2.381030313
4929	3576	900	1.01	1.347	0.15	4	43	0	1	574.5220198	1.633051777	1.380551777	2.390551777
4929	11019	770	1.05	1.575	0.15	4	39	0	1	557.0826577	1.902227297	1.639727297	2.689727297
4929	12169	900	0.24	0.36	0.15	4	37	0	1	351.1388146	0.421251236	0.361251236	0.601251236
4930	4909	860	1	1.333	0.15	4	42	0	1	117.25	1.583069084	1.333069084	2.333069084
4930	4942	1080	1	1.333	0.15	4	45	0	1	163.4857378	1.58310499	1.33310499	2.33310499
4930	11681	1080	1	1.333	0.15	4	45	0	1	288.9738698	1.584024851	1.334024851	2.334024851
4930	11682	990	1.01	1.347	0.15	4	45	0	1	166.14	1.599660256	1.347160256	2.357160256
4931	4852	340	0.25	0.6	0.15	4	22	0	1	3.43	0.662500001	0.600000001	0.850000001
4931	7582	810	0.51	1.224	0.15	4	22	0	1	105.79	1.351553421	1.224053421	1.734053421
4931	8898	360	0.32	0.768	0.15	4	22	0	1	99.01442815	0.848659229	0.768659229	1.088659229
4931	10953	360	0.41	0.984	0.15	4	22	0	1	324.7394653	1.184227466	1.081727466	1.491727466
4932	4912	770	1	2	0.15	4	27	0	1	0	2.25	2	3
4932	4944	600	1	2	0.15	4	27	0	1	0	2.25	2	3
4932	11682	990	1.31	1.747	0.15	4	45	0	1	253.77	2.07563137	1.74813137	3.05813137
4932	11683	810	0.76	1.013	0.15	4	45	0	1	146.79	1.203163888	1.013163888	1.773163888
4933	8923	2160	1.27	1.524	0.15	4	50	0	1	1037.031025	1.853645859	1.536145859	2.806145859
4933	11006	1440	0.25	0.375	0.15	4	40	0	1	2777.893388	1.21649533	1.15399533	1.40399533
4933	11029	810	1.65	2.2	0.15	4	42	0	1	427.3390061	2.638066072	2.225566072	3.875566072
4934	4914	860	0.97	1.293	0.15	4	42	0	1	30.5	1.535500307	1.293000307	2.263000307
4934	11655	450	0.47	0.705	0.15	4	39	0	1	245.33	0.831841851	0.714341851	1.184341851
4934	11683	810	1	1.333	0.15	4	45	0	1	217.32	1.584036049	1.334036049	2.334036049
4935	3869	900	0.64	0.96	0.15	4	40	0	1	754.7903352	1.191235713	1.031235713	1.671235713
4935	3870	900	0.5	0.75	0.15	4	38	0	1	674.7002403	0.910532515	0.785532515	1.285532515
4935	11022	450	0.42	0.63	0.15	4	40	0	1	804.3100078	1.699440953	1.594440953	2.014440953
4936	4916	860	0.98	1.307	0.15	4	42	0	1	256.6674676	1.553555451	1.308555451	2.288555451
4936	4937	810	0.74	1.11	0.15	4	39	0	1	238.82	1.296258221	1.111258221	1.851258221
4936	11652	770	1.35	1.8	0.15	4	44	0	1	277.5676989	2.142059073	1.804559073	3.154559073
4936	11655	450	0.5	0.75	0.15	4	39	0	1	260.33	0.887600835	0.762600835	1.262600835
4937	4917	1260	1.25	1.5	0.15	4	48	0	1	131.57	1.81252675	1.50002675	2.75002675
4937	4936	810	0.74	1.11	0.15	4	39	0	1	191.52	1.295520392	1.110520392	1.850520392
4937	4938	810	0.35	0.525	0.15	4	39	0	1	50.69	0.612501208	0.525001208	0.875001208
4937	4946	1080	0.59	0.885	0.15	4	37	0	1	411.49	1.035297542	0.887797542	1.477797542
4938	4918	860	0.99	1.32	0.15	4	42	0	1	8.87	1.567500002	1.320000002	2.310000002
4938	4937	810	0.35	0.525	0.15	4	39	0	1	12.21130079	0.612500004	0.525000004	0.875000004
4938	4939	990	1	1.333	0.15	4	45	0	1	50.69	1.583001374	1.333001374	2.333001374
4938	4945	1030	0.46	0.69	0.15	4	38	0	1	15.79	0.805000006	0.690000006	1.150000006
4939	4920	900	1	1.333	0.15	4	45	0	1	45.04	1.583001254	1.333001254	2.333001254
4939	4938	810	1	1.333	0.15	4	45	0	1	12.21130079	1.58300001	1.33300001	2.33300001
4939	4947	810	0.51	1.02	0.15	4	30	0	1	77.21230115	1.147512633	1.020012633	1.530012633
4939	7305	450	1	2	0.15	4	30	0	1	48.19	2.250039455	2.000039455	3.000039455
4940	4905	770	1.28	1.707	0.15	4	44	0	1	401.5761038	2.045942327	1.725942327	3.005942327
4940	4928	770	0.35	0.525	0.15	4	38	0	1	261.4066225	0.613546054	0.526046054	0.876046054
4940	11651	770	1.66	2.213	0.15	4	44	0	1	445.6529631	2.665247486	2.250247486	3.910247486
4941	4878	790	1	1.333	0.15	4	42	0	1	101.6	1.5830547	1.3330547	2.3330547
4941	4942	1080	1.01	1.347	0.15	4	42	0	1	79.46	1.59950592	1.34700592	2.35700592
4941	11678	810	1	1.5	0.15	4	40	0	1	362.1357378	1.758989344	1.508989344	2.508989344
4941	11681	540	1	1.5	0.15	4	40	0	1	74.87	1.750083146	1.500083146	2.500083146
4942	4930	810	1	1.333	0.15	4	45	0	1	74.08	1.583013989	1.333013989	2.333013989
4942	4941	990	1.01	1.347	0.15	4	42	0	1	172.2157378	1.599685016	1.347185016	2.357185016
4942	7317	810	0.3	0.514	0.15	4	33	0	1	5.38	0.589	0.514	0.814
4943	4944	900	1.28	1.92	0.15	4	38	0	1	0.5	2.24	1.92	3.2
4943	7317	810	0.7	1.2	0.15	4	33	0	1	8.73	1.375000002	1.200000002	1.900000002
4943	9843	783	0.53	0.909	0.15	4	33	0	1	170.1103924	1.041803761	0.909303761	1.439303761
4943	11682	430	1	1.333	0.15	4	43	0	1	188.28	1.590349611	1.340349611	2.340349611
4944	4932	600	1	2	0.15	4	27	0	1	0	2.25	2	3
4944	4943	810	1.28	1.92	0.15	4	38	0	1	0.83	2.24	1.92	3.2
4944	9844	770	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
4944	9845	600	0.76	1.824	0.15	4	22	0	1	0.5	2.014	1.824	2.584
4945	4938	770	0.46	0.69	0.15	4	38	0	1	8.87	0.805000002	0.690000002	1.150000002
4945	4946	510	0.04	0.08	0.15	4	30	0	1	15.79	0.090000011	0.080000011	0.120000011
4945	4947	770	1.05	2.1	0.15	4	30	0	1	0	2.3625	2.1	3.15
4946	1902	810	0.56	0.84	0.15	4	37	0	1	427.28	0.989756201	0.849756201	1.409756201
4946	4937	810	0.59	0.885	0.15	4	37	0	1	310.8786992	1.035380437	0.887880437	1.477880437
4946	4945	510	0.04	0.08	0.15	4	30	0	1	8.87	0.090000001	0.080000001	0.120000001
4947	4939	430	0.51	1.02	0.15	4	30	0	1	42.54	1.147514656	1.020014656	1.530014656
4947	4945	510	1.05	2.1	0.15	4	30	0	1	0	2.3625	2.1	3.15
4947	11656	540	0.27	0.54	0.15	4	30	0	1	77.21230115	0.607533858	0.540033858	0.810033858
4948	2195	1450	0.3	0.6	0.15	4	30	0	1	1806.555284	0.891858039	0.816858039	1.116858039
4948	4950	1800	0.27	0.405	0.15	4	39	0	1	1653.268383	0.515734427	0.448234427	0.718234427
4948	9149	2160	0.16	0.24	0.15	4	38	0	1	2107.038317	0.31259697	0.27259697	0.43259697
4949	4961	770	1.01	1.347	0.15	4	42	0	1	195.9	1.600346513	1.347846513	2.357846513
4949	7305	940	0.51	0.765	0.15	4	38	0	1	34.69130079	0.892500213	0.765000213	1.275000213
4949	11656	1030	1.05	1.4	0.15	4	45	0	1	516.5379313	1.675782483	1.413282483	2.463282483
4949	11657	770	1.05	1.4	0.15	4	45	0	1	388.4502262	1.676101848	1.413601848	2.463601848
4950	4948	1800	0.27	0.405	0.15	4	39	0	1	2221.708317	0.613495232	0.545995232	0.815995232
4950	8919	2160	0.4	0.6	0.15	4	38	0	1	1780.408383	0.741543782	0.641543782	1.041543782
4951	4965	600	0.52	1.248	0.15	4	25	0	1	23.19	1.378000418	1.248000418	1.768000418
4951	4979	600	0.63	1.512	0.15	4	25	0	1	351.169586	1.696113723	1.538613723	2.168613723
4951	11677	860	1.31	1.747	0.15	4	44	0	1	180.4618296	2.07500808	1.74750808	3.05750808
4952	2190	1450	0.37	0.74	0.15	4	30	0	1	929.0502739	0.851207159	0.758707159	1.128707159
4952	2478	1440	0.49	0.735	0.15	4	40	0	1	1222.600546	0.914788437	0.792288437	1.282288437
4952	4955	2340	0.26	0.39	0.15	4	40	0	1	736.0494758	0.455572691	0.390572691	0.650572691
4953	4954	770	0.5	0.75	0.15	4	38	0	1	272.7905144	0.876772175	0.751772175	1.251772175
4953	9849	900	1.11	1.665	0.15	4	36	0	1	346.249586	1.947971325	1.670471325	2.780471325
4953	11649	810	0.2	0.48	0.15	4	25	0	1	541.9690141	0.544430795	0.494430795	0.694430795
4953	11652	770	1.7	2.267	0.15	4	45	0	1	459.17	2.735000539	2.310000539	4.010000539
4954	4953	770	0.5	0.75	0.15	4	38	0	1	190.05	0.875417504	0.750417504	1.250417504
4954	4967	770	1.79	2.387	0.15	4	45	0	1	243.5785859	2.838085397	2.390585397	4.180585397
4954	4968	860	0.58	0.87	0.15	4	38	0	1	29.21192849	1.015000174	0.870000174	1.450000174
4955	4952	1800	0.26	0.39	0.15	4	40	0	1	1501.067565	0.483292206	0.418292206	0.678292206
4955	11028	810	0.28	0.42	0.15	4	38	0	1	874.7788086	0.5757025	0.5057025	0.7857025
4956	1899	810	0.33	0.792	0.15	4	25	0	1	560.769081	0.90179057	0.81929057	1.14929057
4956	9847	900	0.19	0.326	0.15	4	33	0	1	558.4776937	0.380750403	0.333250403	0.523250403
4956	11679	600	0.25	0.6	0.15	4	22	0	1	157.6	0.662928413	0.600428413	0.850428413
4957	4958	630	0.14	0.24	0.15	4	33	0	1	504.9276937	0.289854467	0.254854467	0.394854467
4957	4966	860	1.48	1.973	0.15	4	44	0	1	174.67	2.343503614	1.973503614	3.453503614
4957	9847	900	0.68	1.166	0.15	4	33	0	1	718.369081	1.406992145	1.236992145	1.916992145
4958	4957	630	0.14	0.24	0.15	4	33	0	1	695.8396461	0.328576826	0.293576826	0.433576826
4958	9844	770	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
4958	11680	810	0.75	1.125	0.15	4	36	0	1	504.9276937	1.337981235	1.150481235	1.900481235
4959	3886	510	0.1	0.171	0.15	4	33	0	1	910.0916136	0.45610405	0.43110405	0.53110405
4959	9681	810	0.83	1.423	0.15	4	35	0	1	615.2860868	1.701566424	1.494066424	2.324066424
4959	11783	430	0.08	0.137	0.15	4	33	0	1	1084.570751	0.988705468	0.968705468	1.048705468
4960	11652	810	0.55	0.825	0.15	4	38	0	1	532.3402262	0.985586722	0.848086722	1.398086722
4960	11655	940	1.46	1.752	0.15	4	47	0	1	50.87746758	2.117002255	1.752002255	3.212002255
4960	11680	810	1.56	2.08	0.15	4	45	0	1	607.3196461	2.568601572	2.178601572	3.738601572
4961	4949	770	1.01	1.347	0.15	4	42	0	1	99.94	1.599557339	1.347057339	2.357057339
4961	11653	810	1.14	1.52	0.15	4	43	0	1	426.45	1.822517303	1.537517303	2.677517303
4961	11654	810	0.54	0.81	0.15	4	37	0	1	699.5247579	1.012584727	0.877584727	1.417584727
4962	4964	790	1.01	1.515	0.15	4	36	0	1	681.5612662	1.893396927	1.640896927	2.650896927
4962	9007	810	0.78	1.337	0.15	4	32	0	1	311.9643863	1.536412682	1.341412682	2.121412682
4962	10991	540	0.24	0.48	0.15	4	29	0	1	417.4150748	0.565705732	0.505705732	0.745705732
4963	4976	770	1.19	1.587	0.15	4	42	0	1	108.05	1.884592301	1.587092301	2.777092301
4963	7313	900	0.63	1.08	0.15	4	33	0	1	45.79	1.237501085	1.080001085	1.710001085
4963	11675	540	0.99	1.485	0.15	4	36	0	1	159.8005652	1.734208268	1.486708268	2.476708268
4964	4962	1050	1.01	1.515	0.15	4	36	0	1	77.74	1.767506828	1.515006828	2.525006828
4964	9043	720	0.16	0.274	0.15	4	33	0	1	1280.083772	0.724643926	0.684643926	0.844643926
4964	10992	810	0.98	1.47	0.15	4	40	0	1	974.6533777	2.177241876	1.932241876	2.912241876
4965	4951	600	0.52	1.248	0.15	4	25	0	1	97.93	1.378132851	1.248132851	1.768132851
4965	4966	630	0.28	0.48	0.15	4	33	0	1	56.58	0.550004684	0.480004684	0.760004684
4965	7310	900	1	1.5	0.15	4	36	0	1	44.86056517	1.750001389	1.500001389	2.500001389
4966	4957	860	1.48	1.973	0.15	4	44	0	1	143.6494348	2.343230378	1.973230378	3.453230378
4966	4965	630	0.28	0.48	0.15	4	33	0	1	142.7905652	0.550190006	0.480190006	0.760190006
4966	7309	810	0.4	0.686	0.15	4	33	0	1	110.13	0.786035164	0.686035164	1.086035164
4967	4907	810	0.35	0.525	0.15	4	38	0	1	769.8918296	0.676773112	0.589273112	0.939273112
4967	4954	770	1.79	2.387	0.15	4	45	0	1	190.05	2.835828778	2.388328778	4.178328778
4967	11650	450	1	1.333	0.15	4	45	0	1	687.9188897	2.674994103	2.424994103	3.424994103
4968	4954	770	0.58	0.87	0.15	4	38	0	1	0	1.015	0.87	1.45
4968	7308	860	0.61	0.915	0.15	4	38	0	1	471.6932437	1.079921017	0.927421017	1.537421017
4968	11649	810	0.58	1.16	0.15	4	30	0	1	191.37	1.305542131	1.160542131	1.740542131
4969	4973	770	0.51	0.765	0.15	4	38	0	1	233.7772362	0.893474987	0.765974987	1.275974987
4969	7308	630	0.51	1.02	0.15	4	29	0	1	191.37	1.148802641	1.021302641	1.531302641
4969	11650	450	0.99	1.32	0.15	4	45	0	1	606.9032437	2.222577933	1.975077933	2.965077933
4970	4927	770	1.53	2.04	0.15	4	44	0	1	45.3	2.422503666	2.040003666	3.570003666
4970	11650	450	1.01	1.347	0.15	4	45	0	1	340.9672362	1.666097725	1.413597725	2.423597725
4970	11651	810	1	1.333	0.15	4	45	0	1	205.8906341	1.583834695	1.333834695	2.333834695
4971	5005	720	0.25	0.583	0.15	4	30	0	1	780.0972946	0.766010507	0.703510507	0.953510507
4971	5006	720	0.16	0.403	0.15	4	30	0	1	0	0.443	0.403	0.563
4971	8703	864	0.25	0.429	0.15	4	32	0	1	276.608283	0.492176012	0.429676012	0.679676012
4971	10547	630	0.65	1.3	0.15	4	29	0	1	1068.932402	3.078619169	2.916119169	3.566119169
4972	8482	648	1	2	0.15	4	27	0	1	1052.901572	4.341088084	4.091088084	5.091088084
4972	8484	2430	0.04	0.069	0.15	4	32	0	1	2992.736517	0.102811633	0.092811633	0.132811633
4972	8486	1400	1.11	1.665	0.15	4	36	0	1	1607.207385	2.376291494	2.098791494	3.208791494
4972	10539	2100	0.95	1.629	0.15	4	34	0	1	2499.035745	2.356532672	2.119032672	3.069032672
4973	4969	860	0.51	0.765	0.15	4	38	0	1	135.21	0.892570112	0.765070112	1.275070112
4973	4981	860	1.02	1.36	0.15	4	42	0	1	233.7772362	1.616113898	1.361113898	2.381113898
4974	6469	1800	0.38	0.57	0.15	4	40	0	1	513.8723012	0.665567933	0.570567933	0.950567933
4974	6470	1450	0.25	0.429	0.15	4	35	0	1	851.254608	0.49914389	0.43664389	0.68664389
4974	6471	1450	0.32	0.549	0.15	4	35	0	1	58.41	0.629000217	0.549000217	0.869000217
4974	11650	1980	0.62	0.93	0.15	4	40	0	1	1152.09	1.100990391	0.945990391	1.565990391
4975	4885	860	1.02	1.36	0.15	4	45	0	1	369.12	1.621923197	1.366923197	2.386923197
4975	4976	770	1	1.333	0.15	4	45	0	1	266.6773655	1.585876757	1.335876757	2.335876757
4975	4987	1030	1	1.2	0.15	4	47	0	1	621.0780673	1.473796242	1.223796242	2.223796242
4975	11675	1080	1.34	1.787	0.15	4	42	0	1	398.62302	2.126974739	1.791974739	3.131974739
4976	4963	770	1.19	1.587	0.15	4	42	0	1	101.87	1.884572927	1.587072927	2.777072927
4976	4975	430	1	1.333	0.15	4	45	0	1	343.7283971	1.664641173	1.414641173	2.414641173
4976	4977	430	0.98	1.307	0.15	4	45	0	1	337.2173655	1.626153687	1.381153687	2.361153687
4977	4976	770	0.98	1.307	0.15	4	45	0	1	408.0883971	1.567467529	1.322467529	2.302467529
4977	4978	810	0.48	0.72	0.15	4	38	0	1	662.467002	0.888321531	0.768321531	1.248321531
4977	4993	810	1	1.333	0.15	4	45	0	1	161.0554942	1.583312524	1.333312524	2.333312524
4977	11676	770	1.4	2.1	0.15	4	38	0	1	255.56	2.453822251	2.103822251	3.503822251
4978	4977	450	0.48	0.72	0.15	4	38	0	1	504.5187339	1.010640804	0.890640804	1.370640804
4978	4979	900	0.75	1	0.15	4	45	0	1	662.467002	1.231532995	1.044032995	1.794032995
4978	4994	770	1.26	1.68	0.15	4	42	0	1	132.9212661	1.995223777	1.680223777	2.940223777
4979	2390	600	1.56	2.674	0.15	4	35	0	1	66.08542485	3.06405903	2.67405903	4.23405903
4979	4951	600	0.63	1.512	0.15	4	25	0	1	203.6518296	1.672510172	1.515010172	2.145010172
4979	4978	810	0.75	1	0.15	4	45	0	1	637.44	1.245031862	1.057531862	1.807531862
4979	4980	510	0.62	0.93	0.15	4	38	0	1	621.8397476	1.393324061	1.238324061	1.858324061
4980	4979	860	0.62	0.93	0.15	4	38	0	1	514.870414	1.102921409	0.947921409	1.567921409
4980	4986	510	0.2	0.3	0.15	4	38	0	1	554.7497476	0.412997057	0.362997057	0.562997057
4980	9848	1200	1.14	1.368	0.15	4	50	0	1	76.43	1.653003377	1.368003377	2.508003377
4981	4973	770	1.02	1.36	0.15	4	42	0	1	135.21	1.615193956	1.360193956	2.380193956
4981	4982	610	0.5	0.857	0.15	4	33	0	1	662.704521	1.161073975	1.036073975	1.536073975
4981	7307	790	0.5	0.857	0.15	4	33	0	1	273.99	0.983859956	0.858859956	1.358859956
4981	9848	1200	1.06	1.272	0.15	4	50	0	1	137.860414	1.537033236	1.272033236	2.332033236
4982	2333	810	0.5	0.75	0.15	4	40	0	1	397.5368221	0.881527124	0.756527124	1.256527124
4982	4981	350	0.5	0.857	0.15	4	33	0	1	334.04	1.08865809	0.96365809	1.46365809
4982	4983	770	0.5	0.75	0.15	4	38	0	1	265.1676989	0.876582239	0.751582239	1.251582239
4983	2280	770	0.5	0.75	0.15	4	38	0	1	255.1276989	0.876355876	0.751355876	1.251355876
4983	4982	860	0.5	0.75	0.15	4	38	0	1	89.41	0.875013143	0.750013143	1.250013143
4983	4984	860	0.51	0.765	0.15	4	38	0	1	10.04	0.892500002	0.765000002	1.275000002
4984	2285	770	0.5	0.75	0.15	4	38	0	1	10.04	0.875000003	0.750000003	1.250000003
4984	4983	770	0.51	0.765	0.15	4	38	0	1	5.99	0.8925	0.765	1.275
4985	1830	1440	0.5	0.75	0.15	4	40	0	1	2137.298466	1.420963048	1.295963048	1.795963048
4985	6469	1800	0.21	0.315	0.15	4	39	0	1	2144.650765	0.46272218	0.41022218	0.62022218
4986	1829	940	1.6	1.92	0.15	4	48	0	1	499.2951724	2.342925063	1.942925063	3.542925063
4986	4980	510	0.2	0.3	0.15	4	38	0	1	387.62	0.365016078	0.315016078	0.515016078
4986	4996	770	1.4	1.867	0.15	4	44	0	1	55.45457515	2.217007534	1.867007534	3.267007534
4987	4887	770	0.99	1.485	0.15	4	39	0	1	76.24	1.732521409	1.485021409	2.475021409
4987	4975	940	1	1.2	0.15	4	47	0	1	566.9707224	1.473823393	1.223823393	2.223823393
4987	11672	810	0.5	0.75	0.15	4	38	0	1	544.8380673	0.898029379	0.773029379	1.273029379
4988	4990	729	0.4	0.96	0.15	4	25	0	1	507.5002266	1.093821849	0.993821849	1.393821849
4988	8484	1539	0.36	0.72	0.15	4	28	0	1	2577.446074	1.659625673	1.569625673	1.929625673
4988	10546	1881	0.51	1.02	0.15	4	28	0	1	1300.391225	1.182448808	1.054948808	1.564948808
4989	5002	810	1	1.333	0.15	4	43	0	1	343.0892065	1.589435904	1.339435904	2.339435904
4989	11672	770	1.5	2	0.15	4	44	0	1	19.17033687	2.375000115	2.000000115	3.500000115
4989	11673	810	0.5	0.75	0.15	4	37	0	1	207.0626345	0.875480418	0.750480418	1.250480418
